Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),date
2023-05-10 00:00:00,55.65,89.75,4.64,6.1,7.03,8.0,,0.2,51.59,0.0,0.0,,,0.01,,22.86,91.32,0.54,180.29,0.0,0.0,43.73,899.46,,2023-05-10 00:00:00
2023-05-10 08:00:00,21.38,34.49,4.63,6.1,6.99,7.89,,0.32,51.56,0.0,0.0,,,0.01,0.01,31.19,52.05,0.58,205.48,0.0,0.0,563.54,918.76,,2023-05-10 08:00:00
2023-05-10 16:00:00,46.99,75.79,4.65,6.13,7.08,7.95,,0.69,51.6,0.0,0.0,,,0.01,0.01,28.87,59.64,0.57,91.72,0.0,0.0,56.43,911.13,,2023-05-10 16:00:00
2023-05-11 00:00:00,72.16,116.39,4.65,6.12,7.05,7.92,,0.24,51.66,0.0,0.0,,,,0.01,24.58,84.33,0.62,136.07,0.0,0.0,30.15,903.01,,2023-05-11 00:00:00
2023-05-11 08:00:00,17.29,27.9,4.68,6.14,7.0,7.93,0.41,0.32,51.68,0.0,0.0,,,0.01,0.01,29.97,60.47,0.69,223.65,0.0,0.0,444.75,916.3,,2023-05-11 08:00:00
2023-05-11 16:00:00,53.55,86.37,4.67,6.11,7.02,7.98,0.53,0.5,51.57,0.0,0.0,,,0.01,0.01,25.09,71.65,0.73,143.26,0.0,0.0,22.2,904.18,,2023-05-11 16:00:00
2023-05-12 00:00:00,63.34,102.16,4.65,6.12,7.07,7.95,0.44,0.19,51.62,0.0,0.0,,,0.01,,20.82,94.09,0.48,140.84,0.0,0.0,32.17,896.08,,2023-05-12 00:00:00
2023-05-12 08:00:00,24.54,39.58,4.66,6.1,7.04,7.93,0.39,0.09,51.55,0.0,0.0,,,,0.01,30.07,57.71,0.97,220.98,0.0,0.0,595.11,916.75,,2023-05-12 08:00:00
2023-05-12 16:00:00,38.77,62.54,4.66,6.07,7.03,7.96,0.74,0.36,51.63,0.0,0.0,,,0.01,0.01,26.88,64.86,0.61,165.34,0.0,0.0,39.49,907.27,,2023-05-12 16:00:00
2023-05-13 00:00:00,68.73,110.86,4.64,6.07,7.01,7.95,0.06,0.11,51.61,0.0,0.0,,,0.01,,23.05,83.47,0.65,161.06,0.0,0.0,20.92,900.15,,2023-05-13 00:00:00
2023-05-13 08:00:00,23.62,38.09,4.67,6.14,7.04,7.92,0.02,0.05,51.58,0.0,0.0,,,0.01,,28.93,64.8,0.99,208.22,0.0,0.0,448.47,914.09,,2023-05-13 08:00:00
2023-05-13 16:00:00,37.68,60.78,4.63,6.17,7.0,7.94,0.04,0.16,51.58,0.0,0.0,,,,,27.11,65.47,0.63,185.38,0.0,0.0,47.09,907.82,,2023-05-13 16:00:00
2023-05-14 00:00:00,59.03,95.2,4.64,6.13,7.05,7.92,0.23,0.18,51.62,0.0,0.0,,,0.01,,22.92,87.25,0.58,173.01,0.0,0.0,19.76,900.02,,2023-05-14 00:00:00
2023-05-14 08:00:00,18.16,29.29,4.67,6.11,7.06,7.9,0.23,0.19,51.56,0.0,0.0,,,,0.01,30.01,56.89,1.24,237.09,0.0,0.0,601.0,915.35,,2023-05-14 08:00:00
2023-05-14 16:00:00,48.83,78.76,4.65,6.14,7.03,7.92,0.72,0.71,51.54,0.0,0.0,,,0.01,0.01,27.98,62.58,0.65,169.56,0.0,0.0,56.41,909.13,,2023-05-14 16:00:00
2023-05-15 00:00:00,77.54,125.07,4.64,6.1,7.05,7.89,0.05,0.09,51.5,0.0,0.0,,,0.01,0.01,24.22,84.38,0.49,151.71,0.0,0.0,37.13,902.33,,2023-05-15 00:00:00
2023-05-15 08:00:00,18.89,30.46,4.65,6.13,7.04,7.91,0.07,0.24,51.5,0.0,0.0,,,0.01,0.01,30.94,51.65,1.1,228.22,0.0,0.0,619.59,917.32,,2023-05-15 08:00:00
2023-05-15 16:00:00,53.91,86.95,4.66,6.1,6.98,7.93,0.72,0.94,51.53,0.0,0.0,,,0.01,0.01,28.15,57.82,0.61,166.0,0.0,0.0,57.49,910.11,,2023-05-15 16:00:00
2023-05-16 00:00:00,76.61,123.57,4.66,6.1,7.08,7.92,0.05,0.2,51.54,0.0,0.0,,,0.01,0.01,23.3,84.39,0.62,131.11,0.0,0.0,37.74,901.13,,2023-05-16 00:00:00
2023-05-16 08:00:00,25.28,40.77,4.68,6.18,7.03,7.98,0.1,0.22,51.43,0.0,0.0,,,0.01,0.01,31.74,49.63,0.9,230.31,0.0,0.0,635.47,920.01,,2023-05-16 08:00:00
2023-05-16 16:00:00,48.96,78.97,4.65,6.09,7.01,7.91,0.84,1.16,51.46,0.0,0.0,,,0.02,0.01,29.72,49.03,0.54,187.34,0.0,0.0,60.64,913.68,,2023-05-16 16:00:00
2023-05-17 00:00:00,84.95,137.02,4.63,6.14,7.08,7.95,0.25,0.43,51.37,0.0,0.0,,,0.01,0.01,23.98,74.48,0.45,141.82,0.0,0.0,33.79,902.42,,2023-05-17 00:00:00
2023-05-17 08:00:00,42.97,69.31,4.62,6.11,7.08,7.94,0.34,0.32,51.37,0.0,0.0,,,,,32.62,42.46,0.57,188.43,0.0,0.0,503.55,921.67,,2023-05-17 08:00:00
2023-05-17 16:00:00,76.64,123.61,4.62,6.14,6.99,7.97,0.16,0.51,51.34,0.0,0.0,,,0.01,0.01,29.28,53.33,0.42,131.35,0.0,0.0,25.9,913.01,,2023-05-17 16:00:00
2023-05-18 00:00:00,64.42,103.91,4.66,6.04,7.02,7.86,0.26,0.19,51.34,0.0,0.0,,,0.01,,25.55,71.63,0.51,161.89,0.0,0.0,40.76,905.82,,2023-05-18 00:00:00
2023-05-18 08:00:00,31.84,51.36,4.67,6.1,7.05,7.95,0.26,0.3,51.31,0.0,0.0,,,,,32.52,45.94,0.77,209.45,0.0,0.0,517.56,920.94,,2023-05-18 08:00:00
2023-05-18 16:00:00,60.98,98.35,4.65,6.13,7.06,7.81,0.42,0.46,51.37,0.0,0.0,,,0.01,,26.52,61.15,0.56,162.2,0.0,0.0,31.26,908.32,,2023-05-18 16:00:00
2023-05-19 00:00:00,65.47,105.59,4.66,6.11,7.02,7.94,0.21,0.19,51.37,0.0,0.0,,,,,23.3,77.65,0.49,136.32,0.0,0.0,38.03,901.39,,2023-05-19 00:00:00
2023-05-19 08:00:00,27.31,44.04,4.65,6.13,7.01,7.91,0.74,0.36,51.25,0.0,0.0,,,0.01,0.01,32.92,40.09,0.84,246.49,0.0,0.0,593.61,921.31,,2023-05-19 08:00:00
2023-05-19 16:00:00,63.31,102.12,4.66,6.14,7.04,7.9,1.06,0.34,51.34,0.0,0.0,,,0.01,0.01,30.47,48.19,0.74,173.19,0.0,0.0,59.42,914.78,,2023-05-19 16:00:00
2023-05-20 00:00:00,60.28,97.22,4.64,6.11,7.03,7.93,0.32,0.02,51.37,0.0,0.0,,,0.01,,24.48,83.49,0.74,177.91,0.0,0.0,27.67,903.83,,2023-05-20 00:00:00
2023-05-20 08:00:00,24.81,40.02,4.66,6.12,7.01,7.96,0.45,0.23,51.35,0.0,0.0,,,0.01,0.01,31.68,49.2,0.72,245.16,0.0,0.0,560.51,919.44,,2023-05-20 08:00:00
2023-05-20 16:00:00,59.18,95.44,4.65,6.16,7.03,7.9,0.71,0.37,51.35,0.0,0.0,,,0.01,0.01,24.64,71.3,0.77,138.52,0.0,0.0,26.29,904.5,,2023-05-20 16:00:00
2023-05-21 00:00:00,52.36,84.46,4.62,6.1,7.02,7.97,0.24,0.35,51.34,0.0,0.0,,,,0.01,22.44,81.54,0.44,155.69,0.0,0.0,40.34,899.64,,2023-05-21 00:00:00
2023-05-21 08:00:00,23.28,37.55,4.66,6.14,7.05,7.93,0.24,0.29,51.35,0.0,0.0,,,0.01,0.01,30.07,56.69,0.95,163.15,0.0,0.0,578.16,917.43,,2023-05-21 08:00:00
2023-05-21 16:00:00,94.24,152.0,4.7,6.15,7.08,7.93,0.47,0.61,51.35,0.0,0.0,,,0.01,,22.32,88.56,0.52,148.74,0.0,0.0,6.52,899.54,,2023-05-21 16:00:00
2023-05-22 00:00:00,64.6,104.19,4.68,6.11,7.05,7.94,0.03,0.17,51.35,0.0,0.0,,,,0.01,22.0,88.58,0.5,145.38,0.0,0.0,40.53,898.83,,2023-05-22 00:00:00
2023-05-22 08:00:00,14.49,23.37,4.65,6.1,6.96,7.93,0.08,0.25,51.33,0.0,0.0,,,0.01,,30.39,52.77,0.7,196.72,0.0,0.0,563.68,917.56,,2023-05-22 08:00:00
2023-05-22 16:00:00,42.08,67.88,4.63,6.15,7.0,7.9,0.24,0.29,51.4,0.0,0.0,,,0.01,0.01,24.42,76.54,0.75,157.7,0.0,0.0,34.25,904.34,,2023-05-22 16:00:00
2023-05-23 00:00:00,53.8,86.78,4.65,6.14,7.1,7.97,0.08,0.18,51.36,0.0,0.0,,,0.01,0.01,21.07,93.96,0.45,150.67,0.0,0.0,37.03,897.12,,2023-05-23 00:00:00
2023-05-23 08:00:00,19.61,31.63,4.65,6.13,7.02,7.9,0.21,0.31,51.35,0.0,0.0,,,0.01,0.01,30.89,52.79,0.7,178.79,0.0,0.0,600.0,917.26,,2023-05-23 08:00:00
2023-05-23 16:00:00,42.26,68.16,4.67,6.1,7.08,7.93,0.31,0.34,51.38,0.0,0.0,,,0.01,0.01,29.1,63.28,0.74,158.18,0.0,0.0,52.74,898.58,,2023-05-23 16:00:00
2023-05-24 00:00:00,70.58,113.84,4.64,6.09,7.02,8.0,0.21,0.19,51.42,0.0,0.0,,,,,20.05,86.94,0.44,143.08,0.0,0.0,38.05,888.58,,2023-05-24 00:00:00
2023-05-24 08:00:00,12.68,20.45,4.65,6.16,7.03,7.93,0.22,0.09,51.4,0.0,0.0,,,,0.01,29.57,59.18,0.79,217.68,0.0,0.0,605.04,914.52,,2023-05-24 08:00:00
2023-05-24 16:00:00,39.82,64.23,4.64,6.13,7.05,7.9,0.15,,51.91,,,,,,,27.52,61.42,0.57,174.08,0.0,0.0,47.36,906.49,,2023-05-24 16:00:00
2023-05-25 00:00:00,47.82,77.13,4.64,6.11,7.01,7.93,0.03,,52.31,,,,,,,22.26,85.53,0.61,144.88,0.0,0.0,30.7,895.71,,2023-05-25 00:00:00
2023-05-25 08:00:00,17.07,27.54,4.65,6.14,7.08,7.9,0.46,,52.0,,,,,,,29.79,59.38,0.93,230.72,0.0,0.0,560.17,910.64,,2023-05-25 08:00:00
2023-05-25 16:00:00,37.63,60.69,4.62,6.12,7.09,7.97,0.21,,51.43,,,,,,,24.57,73.82,0.74,222.82,0.0,0.0,24.27,901.37,,2023-05-25 16:00:00
2023-05-26 00:00:00,51.8,83.56,4.64,6.1,7.04,7.98,0.19,,51.43,,,,,,,22.46,91.03,0.5,168.21,0.0,0.0,28.03,897.23,,2023-05-26 00:00:00
2023-05-26 08:00:00,17.48,28.2,4.65,6.12,7.01,7.96,0.38,,51.45,,,,,,,29.72,54.12,1.09,248.01,0.0,0.0,597.89,912.31,,2023-05-26 08:00:00
2023-05-26 16:00:00,30.74,49.58,4.65,6.08,7.03,7.94,0.25,,51.36,,,,,,,27.88,60.68,0.58,186.83,0.0,0.0,51.96,908.89,,2023-05-26 16:00:00
2023-05-27 00:00:00,53.62,86.48,4.64,6.1,7.01,7.92,0.1,,51.41,,,,,,,22.61,87.45,0.64,189.26,0.0,0.0,34.17,898.22,,2023-05-27 00:00:00
2023-05-27 08:00:00,22.46,36.23,4.65,6.1,7.02,7.96,0.07,,51.27,,,,,,,30.25,54.41,0.99,254.08,0.0,0.0,604.58,916.09,,2023-05-27 08:00:00
2023-05-27 16:00:00,43.41,70.02,4.64,6.15,7.04,7.94,0.42,,51.57,,,,,,,28.07,62.35,0.61,186.69,0.0,0.0,54.76,908.21,,2023-05-27 16:00:00
2023-05-28 00:00:00,57.2,92.25,4.64,6.12,7.04,7.87,0.55,,51.46,,,,,,,23.57,82.83,0.52,157.17,0.0,0.0,33.86,899.41,,2023-05-28 00:00:00
2023-05-28 08:00:00,23.0,37.09,4.66,6.14,7.04,7.92,0.52,,51.07,,,,,,,31.21,48.08,0.92,251.69,0.0,0.0,610.66,918.09,,2023-05-28 08:00:00
2023-05-28 16:00:00,37.58,60.62,4.66,6.09,7.03,7.95,0.89,,51.22,,,,,,,28.65,56.02,0.7,180.67,0.0,0.0,50.91,909.71,,2023-05-28 16:00:00
2023-05-29 00:00:00,43.92,70.85,4.65,6.14,7.01,7.94,0.52,,51.33,,,,,,,24.34,73.66,0.53,170.73,0.0,0.0,33.75,901.13,,2023-05-29 00:00:00
2023-05-29 08:00:00,44.85,72.33,4.68,6.12,7.0,7.94,0.47,,51.4,,,,,,,28.64,63.49,0.74,209.55,0.0,0.0,349.72,913.02,,2023-05-29 08:00:00
2023-05-29 16:00:00,92.48,149.17,4.67,6.15,7.05,7.9,1.26,,51.44,,,,,,,23.82,91.53,0.37,150.94,0.0,0.0,21.07,899.95,,2023-05-29 16:00:00
2023-05-30 00:00:00,52.28,84.33,4.65,6.14,7.07,7.93,0.16,,51.71,,,,,,,23.1,90.23,0.49,137.99,0.0,0.0,31.86,898.03,,2023-05-30 00:00:00
2023-05-30 08:00:00,38.04,61.36,4.63,6.1,7.04,7.93,0.08,,51.68,,,,,,,28.53,63.76,0.8,200.72,0.0,0.0,426.28,912.89,,2023-05-30 08:00:00
2023-05-30 16:00:00,59.39,95.78,4.66,6.1,6.98,7.93,0.21,,51.72,,,,,,,22.37,85.77,0.88,139.21,0.0,0.0,21.51,897.31,,2023-05-30 16:00:00
2023-05-31 00:00:00,54.79,88.38,4.66,6.08,7.03,7.91,0.55,,51.59,,,,,,,20.83,94.52,0.46,134.99,0.0,0.0,37.34,894.54,,2023-05-31 00:00:00
2023-05-31 08:00:00,22.26,35.9,4.65,6.11,7.04,7.94,0.46,,51.51,,,,,,,29.6,58.55,0.77,246.3,0.0,0.0,572.57,915.24,,2023-05-31 08:00:00
2023-05-31 16:00:00,39.9,64.36,4.67,6.17,7.06,7.97,0.75,,51.68,,,,,,,27.22,68.19,0.59,158.49,0.0,0.0,52.99,907.0,,2023-05-31 16:00:00
2023-06-01 00:00:00,40.84,65.87,4.62,6.14,7.05,7.9,0.1,,51.66,,,,,,,22.2,81.73,0.53,186.5,0.0,0.0,21.33,897.22,,2023-06-01 00:00:00
2023-06-01 08:00:00,36.85,59.43,4.66,6.08,7.01,7.9,0.09,,51.58,,,,,,,29.27,60.4,0.96,240.89,0.0,0.0,559.29,914.68,,2023-06-01 08:00:00
2023-06-01 16:00:00,64.43,103.92,4.64,6.09,7.02,8.03,0.17,,51.64,,,,,,,27.16,69.92,0.54,173.16,0.0,0.0,50.01,906.92,,2023-06-01 16:00:00
2023-06-02 00:00:00,55.25,89.12,4.64,6.09,7.06,7.88,0.04,,51.66,,,,,,,23.32,86.3,0.65,202.19,0.0,0.0,14.01,898.9,,2023-06-02 00:00:00
2023-06-02 08:00:00,28.27,45.59,4.64,6.12,7.02,7.93,0.05,,51.67,,,,,,,29.03,61.89,0.96,258.59,0.0,0.0,489.65,912.83,,2023-06-02 08:00:00
2023-06-02 16:00:00,67.52,108.9,4.68,6.14,7.01,7.83,0.39,3.07,51.6,,,,,,,27.23,61.95,0.63,194.4,0.0,0.0,51.94,908.09,,2023-06-02 16:00:00
2023-06-03 00:00:00,84.54,136.35,4.65,6.14,7.07,7.94,0.04,0.22,51.58,,,,,,,23.38,87.54,0.6,170.67,0.0,0.0,24.14,901.49,,2023-06-03 00:00:00
2023-06-03 08:00:00,43.62,70.36,4.65,6.15,7.01,7.93,0.48,0.23,51.63,,,,,,,30.75,57.41,0.89,269.01,0.79,0.77,572.27,913.86,,2023-06-03 08:00:00
2023-06-03 16:00:00,74.73,120.53,4.66,6.17,6.98,7.93,3.13,0.47,51.67,0.89,0.48,,,0.21,,29.06,56.13,0.73,213.53,0.05,0.05,53.92,912.08,,2023-06-03 16:00:00
2023-06-04 00:00:00,56.59,91.28,4.63,6.13,7.07,7.97,3.4,0.21,51.63,0.89,0.48,,,0.21,,23.79,81.78,0.59,198.38,0.0,0.0,11.06,903.24,,2023-06-04 00:00:00
2023-06-04 08:00:00,34.23,55.21,4.66,6.13,7.03,7.94,3.33,0.25,51.58,0.89,0.48,,,0.21,,28.39,60.34,1.32,267.56,0.0,0.0,432.07,913.0,,2023-06-04 08:00:00
2023-06-04 16:00:00,56.68,91.42,4.64,6.1,7.04,7.94,3.75,0.78,51.63,0.89,0.48,,,0.21,,26.46,64.92,0.55,161.51,0.0,0.0,49.76,908.13,,2023-06-04 16:00:00
2023-06-05 00:00:00,61.7,99.51,4.63,6.11,7.03,7.93,2.62,0.19,51.63,0.89,0.48,,,0.21,,23.17,82.78,0.59,166.13,0.0,0.0,31.56,902.46,,2023-06-05 00:00:00
2023-06-05 08:00:00,31.15,111.8,4.68,6.05,6.56,8.36,3.02,0.24,51.85,0.89,0.48,,,0.21,,30.1,55.73,1.19,251.23,0.0,0.0,569.59,913.84,,2023-06-05 08:00:00
2023-06-05 16:00:00,76.72,224.13,4.73,5.72,5.27,8.0,2.93,0.61,21.77,0.89,0.48,,,0.21,,28.13,59.81,0.59,191.0,0.0,0.0,57.28,913.24,,2023-06-05 16:00:00
2023-06-06 00:00:00,48.7,95.63,4.73,12.96,9.13,10.66,2.72,0.77,21.38,0.89,0.48,,,0.21,,23.5,78.91,0.61,184.34,0.0,0.0,35.76,905.88,,2023-06-06 00:00:00
2023-06-06 08:00:00,37.34,168.27,4.73,16.64,11.08,11.69,2.78,0.77,20.77,0.89,0.48,,,0.21,,30.68,54.69,1.01,244.74,0.0,0.0,595.5,919.95,,2023-06-06 08:00:00
2023-06-06 16:00:00,88.96,161.89,4.73,18.19,11.91,11.61,3.13,1.04,21.15,0.89,0.48,,,0.21,,28.25,59.28,0.73,142.89,0.0,0.0,50.18,913.51,,2023-06-06 16:00:00
2023-06-07 00:00:00,49.58,93.91,4.73,7.02,5.97,9.97,2.77,0.55,24.35,0.88,0.48,,,0.21,,23.95,81.36,0.48,202.93,0.0,0.0,26.4,906.02,,2023-06-07 00:00:00
2023-06-07 08:00:00,22.46,159.12,4.73,7.11,6.01,10.27,2.82,0.59,23.12,0.89,0.48,,,0.21,,29.8,56.98,0.95,240.27,0.0,0.0,532.26,917.98,,2023-06-07 08:00:00
2023-06-07 16:00:00,64.17,174.66,4.73,5.84,5.34,8.14,3.04,0.76,23.09,0.89,0.48,,,0.21,,27.4,62.58,0.68,206.1,0.0,0.0,32.1,911.81,,2023-06-07 16:00:00
2023-06-08 00:00:00,25.36,75.72,4.73,5.72,5.27,8.0,2.61,0.71,24.62,0.89,0.48,,,0.21,,23.34,82.68,0.68,225.96,0.0,0.0,35.02,904.59,,2023-06-08 00:00:00
2023-06-08 08:00:00,28.53,91.79,4.73,14.98,10.2,10.66,2.64,0.76,25.75,0.89,0.48,,,0.21,,30.17,55.89,1.0,235.32,0.0,0.0,553.02,918.58,,2023-06-08 08:00:00
2023-06-08 16:00:00,55.1,122.81,4.73,20.53,13.16,12.03,2.78,0.86,26.6,0.89,0.48,,,0.21,,28.35,59.49,0.81,223.88,0.0,0.0,55.08,913.08,,2023-06-08 16:00:00
2023-06-09 00:00:00,28.82,92.18,4.73,8.09,6.54,12.3,2.49,0.72,26.43,0.89,0.48,,,0.21,,23.42,80.75,0.67,211.49,0.0,0.0,24.04,904.66,,2023-06-09 00:00:00
2023-06-09 08:00:00,15.36,83.73,4.73,6.46,5.67,10.13,2.77,0.84,26.72,0.89,0.48,,,0.21,,29.64,57.25,0.98,226.37,0.0,0.0,551.79,914.69,,2023-06-09 08:00:00
2023-06-09 16:00:00,54.09,97.6,4.73,5.72,5.27,8.9,2.75,0.58,26.49,0.89,0.48,,,0.21,,27.19,63.78,0.77,197.59,0.0,0.0,49.07,911.62,,2023-06-09 16:00:00
2023-06-10 00:00:00,18.51,36.53,4.74,6.98,5.95,11.89,2.66,0.6,25.7,0.89,0.48,,,0.21,,22.05,84.88,0.65,170.72,0.0,0.0,29.8,902.32,,2023-06-10 00:00:00
2023-06-10 08:00:00,19.29,153.61,4.74,6.66,5.79,10.74,2.83,0.66,26.13,0.89,0.48,,,0.21,,28.74,57.25,1.09,215.39,0.0,0.0,577.42,915.45,,2023-06-10 08:00:00
2023-06-10 16:00:00,51.77,174.46,4.74,6.67,5.78,10.32,2.9,0.71,25.07,0.89,0.48,,,0.21,,24.83,70.45,0.91,214.0,0.0,0.0,52.62,906.79,,2023-06-10 16:00:00
2023-06-11 00:00:00,24.9,57.79,4.79,7.85,6.45,11.64,2.95,0.6,26.2,0.89,0.48,,,0.21,,21.83,85.57,0.54,177.38,0.0,0.0,27.41,901.93,,2023-06-11 00:00:00
2023-06-11 08:00:00,21.16,70.25,4.73,6.37,5.62,10.42,3.04,0.57,27.74,0.89,0.48,,,0.21,,29.03,58.93,1.1,222.78,0.0,0.0,511.48,916.29,,2023-06-11 08:00:00
2023-06-11 16:00:00,34.35,49.47,4.76,6.26,5.58,9.74,3.16,0.59,26.98,0.89,0.48,,,0.21,,26.05,69.65,0.82,220.71,0.0,0.0,59.35,908.66,,2023-06-11 16:00:00
2023-06-12 00:00:00,21.99,60.96,6.3,13.86,10.88,11.47,2.72,0.61,27.41,0.89,0.48,,,0.21,,22.66,84.57,0.61,190.86,0.0,0.0,17.05,903.2,,2023-06-12 00:00:00
2023-06-12 08:00:00,39.15,89.5,6.27,13.73,10.79,11.33,2.77,0.67,25.93,0.89,0.48,,,0.21,,29.74,56.93,0.99,225.43,0.0,0.0,541.36,917.12,,2023-06-12 08:00:00
2023-06-12 16:00:00,179.21,88.45,6.25,14.39,11.12,11.21,2.94,0.7,26.27,0.89,0.48,,,0.21,,26.66,70.88,0.72,185.19,0.25,0.25,57.37,910.28,,2023-06-12 16:00:00
2023-06-13 00:00:00,,51.56,4.74,6.25,5.56,10.25,2.56,0.63,26.26,0.9,0.48,,,0.21,,22.26,89.31,0.65,163.59,0.0,0.0,32.34,902.94,,2023-06-13 00:00:00
2023-06-13 08:00:00,72.2,49.36,4.73,6.07,5.46,9.9,2.55,0.9,27.53,0.89,0.48,,,0.21,,29.47,56.52,1.03,225.23,0.0,0.0,530.97,916.76,,2023-06-13 08:00:00
2023-06-13 16:00:00,112.28,157.77,4.73,6.72,5.81,9.83,2.77,0.87,24.9,0.89,0.48,,,0.21,,24.73,79.99,0.67,163.13,1.42,1.42,52.23,907.17,,2023-06-13 16:00:00
2023-06-14 00:00:00,11.02,101.13,4.73,6.37,5.62,10.53,2.21,0.65,24.29,0.89,0.48,,,0.21,,21.6,92.9,0.44,140.71,0.02,0.02,32.38,901.38,,2023-06-14 00:00:00
2023-06-14 08:00:00,17.05,83.64,4.73,6.08,5.46,9.56,2.8,0.65,24.48,0.89,0.48,,,0.21,,29.37,57.11,1.09,223.39,0.0,0.0,603.79,912.5,,2023-06-14 08:00:00
2023-06-14 16:00:00,48.66,150.91,4.73,6.56,5.72,9.54,2.94,0.57,25.53,0.89,0.48,,,0.21,,25.94,70.31,0.64,172.29,0.05,0.05,58.17,908.25,,2023-06-14 16:00:00
2023-06-15 00:00:00,56.66,120.46,4.8,7.05,6.04,9.31,2.72,0.67,26.42,0.89,0.48,,,0.21,,22.35,86.92,0.48,182.41,0.0,0.0,26.64,902.49,,2023-06-15 00:00:00
2023-06-15 08:00:00,24.88,74.14,4.74,5.87,5.36,8.65,2.76,1.03,25.62,0.89,0.48,,,0.21,,29.13,58.51,0.96,238.36,0.0,0.0,559.74,917.0,,2023-06-15 08:00:00
2023-06-15 16:00:00,85.36,193.08,4.73,5.74,5.28,8.59,2.92,1.49,27.14,0.89,0.48,,,0.21,,30.54,49.85,0.61,203.32,0.0,0.0,130.79,917.17,,2023-06-15 16:00:00
2023-06-16 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-16 00:00:00
2023-06-16 08:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-16 08:00:00
2023-06-16 16:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-16 16:00:00
2023-06-17 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-17 00:00:00
2023-06-17 08:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-17 08:00:00
2023-06-17 16:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-17 16:00:00
2023-06-18 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-18 00:00:00
2023-06-18 08:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-18 08:00:00
2023-06-18 16:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-18 16:00:00
2023-06-19 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-19 00:00:00
2023-06-19 08:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-19 08:00:00
2023-06-19 16:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-19 16:00:00
2023-06-20 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-20 00:00:00
2023-06-20 08:00:00,56.69,114.86,4.67,6.15,7.0,9.37,0.64,1.04,22.3,0.89,0.48,,,0.21,,22.77,89.63,0.59,189.99,0.82,0.48,140.17,902.73,,2023-06-20 08:00:00
2023-06-20 16:00:00,41.53,65.86,4.65,6.09,6.44,9.49,1.13,0.87,24.83,0.89,0.45,,,0.21,,25.75,81.05,0.56,242.83,0.0,0.0,231.01,897.76,,2023-06-20 16:00:00
2023-06-21 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-21 00:00:00
2023-06-21 08:00:00,55.36,128.25,4.69,6.03,6.96,9.39,7.72,1.0,32.83,0.9,0.48,,,0.21,,23.47,88.55,0.72,235.94,0.93,0.2,104.77,909.81,,2023-06-21 08:00:00
2023-06-21 16:00:00,67.6,150.12,4.66,6.17,7.02,9.35,1.44,1.08,21.17,0.89,0.48,,,0.21,,22.79,93.33,0.45,229.84,0.69,0.69,19.69,905.9,,2023-06-21 16:00:00
2023-06-22 00:00:00,34.88,78.65,4.66,6.15,7.02,9.36,5.84,0.64,20.76,0.89,0.48,,,0.21,,21.66,96.11,0.48,213.84,0.0,0.0,26.74,902.53,,2023-06-22 00:00:00
2023-06-22 08:00:00,17.54,75.88,4.65,6.11,7.03,9.36,5.78,0.61,22.55,0.89,0.48,,,0.21,,28.42,63.72,0.95,260.13,0.02,0.02,541.07,916.1,,2023-06-22 08:00:00
2023-06-22 16:00:00,45.99,141.73,4.64,6.14,6.99,9.36,5.92,0.65,20.88,0.89,0.48,,,0.21,,28.7,60.43,0.76,235.74,0.0,0.0,120.76,916.48,,2023-06-22 16:00:00
2023-06-23 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,2023-06-23 00:00:00
2023-06-23 08:00:00,16.26,115.01,4.64,6.11,7.06,9.35,5.81,,,0.89,0.48,,,0.21,,29.07,57.92,0.9,231.2,0.0,0.0,467.08,917.77,,2023-06-23 08:00:00
2023-06-23 16:00:00,46.68,105.15,4.66,6.09,7.06,9.36,5.76,,,0.89,0.48,,,0.21,,25.69,71.72,0.55,193.46,0.0,0.0,28.51,908.6,,2023-06-23 16:00:00
